"state","week","race","kids","food_sufficiency","people"
"California",13,"Two or more races or Other","no","sometimes not enough",30931.6613974
"California",13,"Two or more races or Other","no",NA,180092.5220416
"California",13,"Two or more races or Other","yes","enough not wanted",143096.34634869
"California",13,"Two or more races or Other","yes","enough wanted",158789.79251224
"California",13,"Two or more races or Other","yes","often not enough",25265.9625233
"California",13,"Two or more races or Other","yes","sometimes not enough",48582.00454638
"California",13,"Two or more races or Other","yes",NA,61180.44333628
"California",13,"White alone, not Hispanic","no","enough not wanted",1671260.14875327
"California",13,"White alone, not Hispanic","no","enough wanted",4934234.92285765
"California",13,"White alone, not Hispanic","no","often not enough",141026.33810696
"California",13,"White alone, not Hispanic","no","sometimes not enough",430515.19058586
"California",13,"White alone, not Hispanic","no",NA,743497.78765549
"California",13,"White alone, not Hispanic","yes","enough not wanted",792153.83379093
"California",13,"White alone, not Hispanic","yes","enough wanted",2094297.88437522
"California",13,"White alone, not Hispanic","yes","often not enough",82564.51475473
"California",13,"White alone, not Hispanic","yes","sometimes not enough",220968.27290279
"California",13,"White alone, not Hispanic","yes",NA,543360.10620837
"California",14,"Asian alone, not Hispanic","no","enough not wanted",823781.18945789
"California",14,"Asian alone, not Hispanic","no","enough wanted",1545143.56223647
"California",14,"Asian alone, not Hispanic","no","often not enough",35400.92182876
"California",14,"Asian alone, not Hispanic","no","sometimes not enough",87748.94677018
"California",14,"Asian alone, not Hispanic","no",NA,347853.10981135
"California",14,"Asian alone, not Hispanic","yes","enough not wanted",527299.948721727
"California",14,"Asian alone, not Hispanic","yes","enough wanted",712374.905868712
"California",14,"Asian alone, not Hispanic","yes","often not enough",4903.5688223
"California",14,"Asian alone, not Hispanic","yes","sometimes not enough",67752.71798355
"California",14,"Asian alone, not Hispanic","yes",NA,128531.87234897
"California",14,"Black alone, not Hispanic","no","enough not wanted",145400.27946554
"California",14,"Black alone, not Hispanic","no","enough wanted",375925.046604823
"California",14,"Black alone, not Hispanic","no","often not enough",11011.09427351
"California",14,"Black alone, not Hispanic","no","sometimes not enough",95414.87725294
"California",14,"Black alone, not Hispanic","no",NA,185730.25411328
"California",14,"Black alone, not Hispanic","yes","enough not wanted",308322.96005813
"California",14,"Black alone, not Hispanic","yes","enough wanted",361685.67934833
"California",14,"Black alone, not Hispanic","yes","often not enough",2703.2806774
"California",14,"Black alone, not Hispanic","yes","sometimes not enough",76137.73840559
"California",14,"Black alone, not Hispanic","yes",NA,93791.78979925
"California",14,"Hispanic or Latino, all Races","no","enough not wanted",1373165.28985316
"California",14,"Hispanic or Latino, all Races","no","enough wanted",2232107.09555404
"California",14,"Hispanic or Latino, all Races","no","often not enough",95320.65594065
"California",14,"Hispanic or Latino, all Races","no","sometimes not enough",407142.16034264
"California",14,"Hispanic or Latino, all Races","no",NA,920819.10494445
"California",14,"Hispanic or Latino, all Races","yes","enough not wanted",1705825.01213647
"California",14,"Hispanic or Latino, all Races","yes","enough wanted",1986313.25987071
"California",14,"Hispanic or Latino, all Races","yes","often not enough",152179.30840426
"California",14,"Hispanic or Latino, all Races","yes","sometimes not enough",941812.519982381
"California",14,"Hispanic or Latino, all Races","yes",NA,1065265.5929762
"California",14,"Two or more races or Other","no","enough not wanted",185123.52376877
"California",14,"Two or more races or Other","no","enough wanted",421795.98633128
"California",14,"Two or more races or Other","no","often not enough",25508.25755731
"California",14,"Two or more races or Other","no","sometimes not enough",64179.54299512
"California",14,"Two or more races or Other","no",NA,92374.83754967
"California",14,"Two or more races or Other","yes","enough not wanted",234391.40178787
"California",14,"Two or more races or Other","yes","enough wanted",282192.74217584
"California",14,"Two or more races or Other","yes","often not enough",8266.5833206
"California",14,"Two or more races or Other","yes","sometimes not enough",101263.71160351
"California",14,"Two or more races or Other","yes",NA,53181.66906708
"California",14,"White alone, not Hispanic","no","enough not wanted",1877712.0978805
"California",14,"White alone, not Hispanic","no","enough wanted",4968367.89839672
"California",14,"White alone, not Hispanic","no","often not enough",103923.34038619
"California",14,"White alone, not Hispanic","no","sometimes not enough",215718.19390571
"California",14,"White alone, not Hispanic","no",NA,745603.21272687
"California",14,"White alone, not Hispanic","yes","enough not wanted",1013725.40005804
"California",14,"White alone, not Hispanic","yes","enough wanted",2161729.34658789
"California",14,"White alone, not Hispanic","yes","often not enough",39641.44726233
"California",14,"White alone, not Hispanic","yes","sometimes not enough",201425.14959146
"California",14,"White alone, not Hispanic","yes",NA,326032.91319845
"California",15,"Asian alone, not Hispanic","no","enough not wanted",659297.76554236
"California",15,"Asian alone, not Hispanic","no","enough wanted",1529242.85491082
"California",15,"Asian alone, not Hispanic","no","often not enough",76112.63941248
"California",15,"Asian alone, not Hispanic","no","sometimes not enough",133649.27921584
"California",15,"Asian alone, not Hispanic","no",NA,241716.39026738
"California",15,"Asian alone, not Hispanic","yes","enough not wanted",410006.96341881
"California",15,"Asian alone, not Hispanic","yes","enough wanted",1076198.77875997
"California",15,"Asian alone, not Hispanic","yes","often not enough",22436.73036473
"California",15,"Asian alone, not Hispanic","yes","sometimes not enough",154604.01652518
"California",15,"Asian alone, not Hispanic","yes",NA,141784.72907007
"California",15,"Black alone, not Hispanic","no","enough not wanted",218627.83697236
"California",15,"Black alone, not Hispanic","no","enough wanted",379262.087215088
"California",15,"Black alone, not Hispanic","no","often not enough",8738.4540716
"California",15,"Black alone, not Hispanic","no","sometimes not enough",90099.16037271
"California",15,"Black alone, not Hispanic","no",NA,143906.60962081
"California",15,"Black alone, not Hispanic","yes","enough not wanted",210529.98419711
"California",15,"Black alone, not Hispanic","yes","enough wanted",384674.46165072
"California",15,"Black alone, not Hispanic","yes","often not enough",16493.7147333
"California",15,"Black alone, not Hispanic","yes","sometimes not enough",63533.85562954
"California",15,"Black alone, not Hispanic","yes",NA,140256.83553864
"California",15,"Hispanic or Latino, all Races","no","enough not wanted",1835185.43954433
"California",15,"Hispanic or Latino, all Races","no","enough wanted",2483376.37536035
"California",15,"Hispanic or Latino, all Races","no","often not enough",51867.11759328
"California",15,"Hispanic or Latino, all Races","no","sometimes not enough",354804.00557527
"California",15,"Hispanic or Latino, all Races","no",NA,337982.07794597
"California",15,"Hispanic or Latino, all Races","yes","enough not wanted",2097565.36021893
"California",15,"Hispanic or Latino, all Races","yes","enough wanted",2127449.75536062
"California",15,"Hispanic or Latino, all Races","yes","often not enough",45233.57318806
"California",15,"Hispanic or Latino, all Races","yes","sometimes not enough",763548.88564451
"California",15,"Hispanic or Latino, all Races","yes",NA,782937.40956206
"California",15,"Two or more races or Other","no","enough not wanted",229804.04514036
"California",15,"Two or more races or Other","no","enough wanted",576431.593763442
"California",15,"Two or more races or Other","no","often not enough",46853.96476788
"California",15,"Two or more races or Other","no","sometimes not enough",47645.08541096
"California",15,"Two or more races or Other","no",NA,40646.73316043
"California",15,"Two or more races or Other","yes","enough not wanted",94270.16508217
"California",15,"Two or more races or Other","yes","enough wanted",149247.50006793
"California",15,"Two or more races or Other","yes","often not enough",22194.8733027
"California",15,"Two or more races or Other","yes","sometimes not enough",53391.97283568
"California",15,"Two or more races or Other","yes",NA,43532.91898053
"California",15,"White alone, not Hispanic","no","enough not wanted",1877849.30609678
"California",15,"White alone, not Hispanic","no","enough wanted",4963176.03503271
"California",15,"White alone, not Hispanic","no","often not enough",53310.58028401
"California",15,"White alone, not Hispanic","no","sometimes not enough",259662.721979198
"California",15,"White alone, not Hispanic","no",NA,868780.8666114
"California",15,"White alone, not Hispanic","yes","enough not wanted",723700.627861738
"California",15,"White alone, not Hispanic","yes","enough wanted",2067144.01765575
"California",15,"White alone, not Hispanic","yes","often not enough",40225.874754
"California",15,"White alone, not Hispanic","yes","sometimes not enough",257799.010178572
"California",15,"White alone, not Hispanic","yes",NA,542229.95955551
"California",16,"Asian alone, not Hispanic","no","enough not wanted",860075.64345078
"California",16,"Asian alone, not Hispanic","no","enough wanted",1623055.00709521
"California",16,"Asian alone, not Hispanic","no","often not enough",7570.1533438
"California",16,"Asian alone, not Hispanic","no","sometimes not enough",70359.5355985
"California",16,"Asian alone, not Hispanic","no",NA,343000.44013282
"California",16,"Asian alone, not Hispanic","yes","enough not wanted",463693.48935618
"California",16,"Asian alone, not Hispanic","yes","enough wanted",719399.42610389
"California",16,"Asian alone, not Hispanic","yes","often not enough",6978.97806985
"California",16,"Asian alone, not Hispanic","yes","sometimes not enough",137942.90105482
"California",16,"Asian alone, not Hispanic","yes",NA,241168.84796227
"California",16,"Black alone, not Hispanic","no","enough not wanted",271228.50367855
"California",16,"Black alone, not Hispanic","no","enough wanted",445771.66526706
"California",16,"Black alone, not Hispanic","no","often not enough",4830.79365518
"California",16,"Black alone, not Hispanic","no","sometimes not enough",65693.1520334
"California",16,"Black alone, not Hispanic","no",NA,169234.23723708
"California",16,"Black alone, not Hispanic","yes","enough not wanted",186259.03342711
"California",16,"Black alone, not Hispanic","yes","enough wanted",324810.10376504
"California",16,"Black alone, not Hispanic","yes","often not enough",6112.745442
"California",16,"Black alone, not Hispanic","yes","sometimes not enough",108976.65037009
"California",16,"Black alone, not Hispanic","yes",NA,73206.11512517
"California",16,"Hispanic or Latino, all Races","no","enough not wanted",1375229.04679314
"California",16,"Hispanic or Latino, all Races","no","enough wanted",2114541.97337056
"California",16,"Hispanic or Latino, all Races","no","often not enough",143362.35938024
"California",16,"Hispanic or Latino, all Races","no","sometimes not enough",247708.03870208
"California",16,"Hispanic or Latino, all Races","no",NA,890363.48523916
"California",16,"Hispanic or Latino, all Races","yes","enough not wanted",1924214.69958269
"California",16,"Hispanic or Latino, all Races","yes","enough wanted",2131801.63572457
"California",16,"Hispanic or Latino, all Races","yes","often not enough",117271.11787076
"California",16,"Hispanic or Latino, all Races","yes","sometimes not enough",935125.11155117
"California",16,"Hispanic or Latino, all Races","yes",NA,1000332.53179744
"California",16,"Two or more races or Other","no","enough not wanted",224324.720656553
"California",16,"Two or more races or Other","no","enough wanted",337883.29930125
"California",16,"Two or more races or Other","no","often not enough",8658.13562912
"California",16,"Two or more races or Other","no","sometimes not enough",100522.96481272
"California",16,"Two or more races or Other","no",NA,43501.6334805
"California",16,"Two or more races or Other","yes","enough not wanted",146152.76708887
"California",16,"Two or more races or Other","yes","enough wanted",269870.95143644
"California",16,"Two or more races or Other","yes","often not enough",34163.6735296
"California",16,"Two or more races or Other","yes","sometimes not enough",72487.1096171
"California",16,"Two or more races or Other","yes",NA,38259.32227868
"California",16,"White alone, not Hispanic","no","enough not wanted",1819815.24807969
"California",16,"White alone, not Hispanic","no","enough wanted",5055966.18882158
"California",16,"White alone, not Hispanic","no","often not enough",167031.880152742
"California",16,"White alone, not Hispanic","no","sometimes not enough",248374.87083635
"California",16,"White alone, not Hispanic","no",NA,727746.92833094
"California",16,"White alone, not Hispanic","yes","enough not wanted",978890.72032363
"California",16,"White alone, not Hispanic","yes","enough wanted",1977699.980337
"California",16,"White alone, not Hispanic","yes","often not enough",74444.53530253
"California",16,"White alone, not Hispanic","yes","sometimes not enough",200248.14095101
"California",16,"White alone, not Hispanic","yes",NA,403660.50684858
"California",17,"Asian alone, not Hispanic","no","enough not wanted",789042.03314977
"California",17,"Asian alone, not Hispanic","no","enough wanted",1428817.70609067
"California",17,"Asian alone, not Hispanic","no","often not enough",35257.0089945
"California",17,"Asian alone, not Hispanic","no","sometimes not enough",78624.7546082
"California",17,"Asian alone, not Hispanic","no",NA,232033.5716373
"California",17,"Asian alone, not Hispanic","yes","enough not wanted",279751.10056179
"California",17,"Asian alone, not Hispanic","yes","enough wanted",1180612.58190617
"California",17,"Asian alone, not Hispanic","yes","often not enough",50412.6366222
"California",17,"Asian alone, not Hispanic","yes","sometimes not enough",52979.40045753
"California",17,"Asian alone, not Hispanic","yes",NA,322711.32591341
"California",17,"Black alone, not Hispanic","no","enough not wanted",515987.16557534
"California",17,"Black alone, not Hispanic","no","enough wanted",404686.33684882
"California",17,"Black alone, not Hispanic","no","often not enough",41604.8770904
"California",17,"Black alone, not Hispanic","no","sometimes not enough",73759.5756303
"California",17,"Black alone, not Hispanic","no",NA,99075.34719427
"California",17,"Black alone, not Hispanic","yes","enough not wanted",135814.13091159
"California",17,"Black alone, not Hispanic","yes","enough wanted",233509.93988708
"California",17,"Black alone, not Hispanic","yes","often not enough",1431.1586283
"California",17,"Black alone, not Hispanic","yes","sometimes not enough",46093.30767471
"California",17,"Black alone, not Hispanic","yes",NA,104161.16055971
"California",17,"Hispanic or Latino, all Races","no","enough not wanted",1551728.4004939
"California",17,"Hispanic or Latino, all Races","no","enough wanted",2013431.10071727
"California",17,"Hispanic or Latino, all Races","no","often not enough",68573.362769
"California",17,"Hispanic or Latino, all Races","no","sometimes not enough",595665.55830598
"California",17,"Hispanic or Latino, all Races","no",NA,866440.22856869
"California",17,"Hispanic or Latino, all Races","yes","enough not wanted",2069439.97245666
"California",17,"Hispanic or Latino, all Races","yes","enough wanted",1791105.44865901
"California",17,"Hispanic or Latino, all Races","yes","often not enough",268188.15167427
"California",17,"Hispanic or Latino, all Races","yes","sometimes not enough",805206.26206572
"California",17,"Hispanic or Latino, all Races","yes",NA,850171.5142882
"California",17,"Two or more races or Other","no","enough not wanted",182844.17230476
"California",17,"Two or more races or Other","no","enough wanted",451318.70706548
"California",17,"Two or more races or Other","no","often not enough",21301.4598631
"California",17,"Two or more races or Other","no","sometimes not enough",28262.72262663
"California",17,"Two or more races or Other","no",NA,37922.25992657
"California",17,"Two or more races or Other","yes","enough not wanted",225655.86072891
"California",17,"Two or more races or Other","yes","enough wanted",251465.1014745
"California",17,"Two or more races or Other","yes","often not enough",8322.2734867
"California",17,"Two or more races or Other","yes","sometimes not enough",24369.6782645
"California",17,"Two or more races or Other","yes",NA,67364.6443179
"California",17,"White alone, not Hispanic","no","enough not wanted",1765895.1419725
"California",17,"White alone, not Hispanic","no","enough wanted",5276916.85638992
"California",17,"White alone, not Hispanic","no","often not enough",207558.08468514
"California",17,"White alone, not Hispanic","no","sometimes not enough",323841.934166997
"California",17,"White alone, not Hispanic","no",NA,680228.28752939
"California",17,"White alone, not Hispanic","yes","enough not wanted",777357.91625945
"California",17,"White alone, not Hispanic","yes","enough wanted",2068056.64350273
"California",17,"White alone, not Hispanic","yes","often not enough",14398.68580337
"California",17,"White alone, not Hispanic","yes","sometimes not enough",161836.55055753
"California",17,"White alone, not Hispanic","yes",NA,377788.89913327
"Colorado",13,"Asian alone, not Hispanic","no","enough not wanted",16477.25767648
"Colorado",13,"Asian alone, not Hispanic","no","enough wanted",36543.2003753
"Colorado",13,"Asian alone, not Hispanic","no","sometimes not enough",1216.3270788
"Colorado",13,"Asian alone, not Hispanic","no",NA,6535.85765594
"Colorado",13,"Asian alone, not Hispanic","yes","enough not wanted",24982.22705678
"Colorado",13,"Asian alone, not Hispanic","yes","enough wanted",17632.17105477
"Colorado",13,"Asian alone, not Hispanic","yes","often not enough",1391.2519765
"Colorado",13,"Asian alone, not Hispanic","yes","sometimes not enough",927.50131764
"Colorado",13,"Asian alone, not Hispanic","yes",NA,6673.8018367
"Colorado",13,"Black alone, not Hispanic","no","enough not wanted",33293.14542531
"Colorado",13,"Black alone, not Hispanic","no","enough wanted",32395.91078647
"Colorado",13,"Black alone, not Hispanic","no","often not enough",1775.1303707
"Colorado",13,"Black alone, not Hispanic","no","sometimes not enough",1902.6963731
"Colorado",13,"Black alone, not Hispanic","no",NA,14844.39141655
"Colorado",13,"Black alone, not Hispanic","yes","enough not wanted",15961.19405078
"Colorado",13,"Black alone, not Hispanic","yes","enough wanted",37657.01844469
"Colorado",13,"Black alone, not Hispanic","yes","often not enough",11296.0839817
"Colorado",13,"Black alone, not Hispanic","yes","sometimes not enough",11607.2893205
"Colorado",13,"Black alone, not Hispanic","yes",NA,10496.13983029
"Colorado",13,"Hispanic or Latino, all Races","no","enough not wanted",119252.99548293
"Colorado",13,"Hispanic or Latino, all Races","no","enough wanted",145550.95446565
"Colorado",13,"Hispanic or Latino, all Races","no","often not enough",5526.51334341
"Colorado",13,"Hispanic or Latino, all Races","no","sometimes not enough",37002.90540053
"Colorado",13,"Hispanic or Latino, all Races","no",NA,69347.63505828
"Colorado",13,"Hispanic or Latino, all Races","yes","enough not wanted",161745.87093894
"Colorado",13,"Hispanic or Latino, all Races","yes","enough wanted",210432.68021396
"Colorado",13,"Hispanic or Latino, all Races","yes","often not enough",19111.78065472
"Colorado",13,"Hispanic or Latino, all Races","yes","sometimes not enough",53363.66327043
"Colorado",13,"Hispanic or Latino, all Races","yes",NA,42513.0011739
"Colorado",13,"Two or more races or Other","no","enough not wanted",25667.80114482
"Colorado",13,"Two or more races or Other","no","enough wanted",35387.50422594
"Colorado",13,"Two or more races or Other","no","often not enough",236.61178545
"Colorado",13,"Two or more races or Other","no","sometimes not enough",14422.33306005
"Colorado",13,"Two or more races or Other","no",NA,20814.06596409
"Colorado",13,"Two or more races or Other","yes","enough not wanted",12468.35480726
"Colorado",13,"Two or more races or Other","yes","enough wanted",33626.21084722
"Colorado",13,"Two or more races or Other","yes","often not enough",3279.419345
"Colorado",13,"Two or more races or Other","yes","sometimes not enough",1608.2105505
"Colorado",13,"Two or more races or Other","yes",NA,10963.8922414
"Colorado",13,"White alone, not Hispanic","no","enough not wanted",485137.969256071
"Colorado",13,"White alone, not Hispanic","no","enough wanted",1400785.30561442
"Colorado",13,"White alone, not Hispanic","no","often not enough",18276.08973809
"Colorado",13,"White alone, not Hispanic","no","sometimes not enough",41955.37901883
"Colorado",13,"White alone, not Hispanic","no",NA,146912.611906003
"Colorado",13,"White alone, not Hispanic","yes","enough not wanted",240458.96931608
"Colorado",13,"White alone, not Hispanic","yes","enough wanted",628178.505250094
"Colorado",13,"White alone, not Hispanic","yes","often not enough",22436.2542325
"Colorado",13,"White alone, not Hispanic","yes","sometimes not enough",64600.00048791
"Colorado",13,"White alone, not Hispanic","yes",NA,100045.91518189
"Colorado",14,"Asian alone, not Hispanic","no","enough not wanted",18575.01820814
"Colorado",14,"Asian alone, not Hispanic","no","enough wanted",57391.7031689
"Colorado",14,"Asian alone, not Hispanic","no",NA,7223.8862784
"Colorado",14,"Asian alone, not Hispanic","yes","enough not wanted",6192.65562689
"Colorado",14,"Asian alone, not Hispanic","yes","enough wanted",34024.19616715
"Colorado",14,"Black alone, not Hispanic","no","enough not wanted",30479.10524713
"Colorado",14,"Black alone, not Hispanic","no","enough wanted",43253.34643428
"Colorado",14,"Black alone, not Hispanic","no","sometimes not enough",4059.16651537
"Colorado",14,"Black alone, not Hispanic","no",NA,7758.88203387
"Colorado",14,"Black alone, not Hispanic","yes","enough not wanted",20862.4742524
"Colorado",14,"Black alone, not Hispanic","yes","enough wanted",40551.35063869
"Colorado",14,"Black alone, not Hispanic","yes","sometimes not enough",6008.0408149
"Colorado",14,"Black alone, not Hispanic","yes",NA,18256.63406328
"Colorado",14,"Hispanic or Latino, all Races","no","enough not wanted",104349.07402033
"Colorado",14,"Hispanic or Latino, all Races","no","enough wanted",244432.9769668
"Colorado",14,"Hispanic or Latino, all Races","no","often not enough",7846.06338203
"Colorado",14,"Hispanic or Latino, all Races","no","sometimes not enough",43992.24346591
"Colorado",14,"Hispanic or Latino, all Races","no",NA,53427.65411064
"Colorado",14,"Hispanic or Latino, all Races","yes","enough not wanted",143018.85644647
"Colorado",14,"Hispanic or Latino, all Races","yes","enough wanted",115791.11809884
"Colorado",14,"Hispanic or Latino, all Races","yes","often not enough",3926.1748139
"Colorado",14,"Hispanic or Latino, all Races","yes","sometimes not enough",85167.95104382
"Colorado",14,"Hispanic or Latino, all Races","yes",NA,61895.88765113
"Colorado",14,"Two or more races or Other","no","enough not wanted",41035.82650704
"Colorado",14,"Two or more races or Other","no","enough wanted",46708.02027572
"Colorado",14,"Two or more races or Other","no","often not enough",72.844604076
"Colorado",14,"Two or more races or Other","no","sometimes not enough",4848.00918342
"Colorado",14,"Two or more races or Other","no",NA,1356.219901
"Colorado",14,"Two or more races or Other","yes","enough not wanted",16818.58734222
"Colorado",14,"Two or more races or Other","yes","enough wanted",18661.71674271
"Colorado",14,"Two or more races or Other","yes","often not enough",2351.34162957
"Colorado",14,"Two or more races or Other","yes","sometimes not enough",14388.46524424
"Colorado",14,"Two or more races or Other","yes",NA,1205.5091205
"Colorado",14,"White alone, not Hispanic","no","enough not wanted",503323.017584978
"Colorado",14,"White alone, not Hispanic","no","enough wanted",1343539.41918899
"Colorado",14,"White alone, not Hispanic","no","often not enough",33886.74696239
"Colorado",14,"White alone, not Hispanic","no","sometimes not enough",116600.42705376
"Colorado",14,"White alone, not Hispanic","no",NA,173327.34088565
"Colorado",14,"White alone, not Hispanic","yes","enough not wanted",244688.49477923
"Colorado",14,"White alone, not Hispanic","yes","enough wanted",556519.196396192
"Colorado",14,"White alone, not Hispanic","yes","often not enough",3872.2352811
"Colorado",14,"White alone, not Hispanic","yes","sometimes not enough",67968.61539373
"Colorado",14,"White alone, not Hispanic","yes",NA,105061.50647621
"Colorado",15,"Asian alone, not Hispanic","no","enough not wanted",10835.29436803
"Colorado",15,"Asian alone, not Hispanic","no","enough wanted",37406.55525933
"Colorado",15,"Asian alone, not Hispanic","no","sometimes not enough",4528.04281371
"Colorado",15,"Asian alone, not Hispanic","no",NA,12993.83752989
"Colorado",15,"Asian alone, not Hispanic","yes","enough not wanted",22483.33914731
"Colorado",15,"Asian alone, not Hispanic","yes","enough wanted",29195.78956635
"Colorado",15,"Asian alone, not Hispanic","yes",NA,1136.3998508
"Colorado",15,"Black alone, not Hispanic","no","enough not wanted",40126.12366067
"Colorado",15,"Black alone, not Hispanic","no","enough wanted",57738.71273812
"Colorado",15,"Black alone, not Hispanic","no","sometimes not enough",9993.2258012
"Colorado",15,"Black alone, not Hispanic","no",NA,9669.5439178
"Colorado",15,"Black alone, not Hispanic","yes","enough not wanted",23131.93579896
"Colorado",15,"Black alone, not Hispanic","yes","enough wanted",22009.65210334
"Colorado",15,"Black alone, not Hispanic","yes","sometimes not enough",6407.5284634
"Colorado",15,"Black alone, not Hispanic","yes",NA,2152.27751692
"Colorado",15,"Hispanic or Latino, all Races","no","enough not wanted",147589.9617683
"Colorado",15,"Hispanic or Latino, all Races","no","enough wanted",181033.77535235
"Colorado",15,"Hispanic or Latino, all Races","no","often not enough",28410.3183929
"Colorado",15,"Hispanic or Latino, all Races","no","sometimes not enough",16921.17825443
"Colorado",15,"Hispanic or Latino, all Races","no",NA,65625.15798142
"Colorado",15,"Hispanic or Latino, all Races","yes","enough not wanted",170868.89604758
"Colorado",15,"Hispanic or Latino, all Races","yes","enough wanted",130244.87993485
"Colorado",15,"Hispanic or Latino, all Races","yes","often not enough",5830.23722107
"Colorado",15,"Hispanic or Latino, all Races","yes","sometimes not enough",35143.7596124
"Colorado",15,"Hispanic or Latino, all Races","yes",NA,82179.83543253
"Colorado",15,"Two or more races or Other","no","enough not wanted",37347.3483692
"Colorado",15,"Two or more races or Other","no","enough wanted",34869.20523759
"Colorado",15,"Two or more races or Other","no","often not enough",14759.008488
"Colorado",15,"Two or more races or Other","no","sometimes not enough",1329.50697538
"Colorado",15,"Two or more races or Other","no",NA,1981.41163702
"Colorado",15,"Two or more races or Other","yes","enough not wanted",20702.05426747
"Colorado",15,"Two or more races or Other","yes","enough wanted",26146.96806292
"Colorado",15,"Two or more races or Other","yes","often not enough",6542.392694
"Colorado",15,"Two or more races or Other","yes","sometimes not enough",5166.65194049
"Colorado",15,"Two or more races or Other","yes",NA,3430.19379316
"Colorado",15,"White alone, not Hispanic","no","enough not wanted",463466.633012601
"Colorado",15,"White alone, not Hispanic","no","enough wanted",1281603.26027738
"Colorado",15,"White alone, not Hispanic","no","often not enough",77500.12517743
"Colorado",15,"White alone, not Hispanic","no","sometimes not enough",77358.05269315
"Colorado",15,"White alone, not Hispanic","no",NA,169428.13902296
"Colorado",15,"White alone, not Hispanic","yes","enough not wanted",272432.73436628
"Colorado",15,"White alone, not Hispanic","yes","enough wanted",621967.848414714
"Colorado",15,"White alone, not Hispanic","yes","often not enough",23719.47402319
"Colorado",15,"White alone, not Hispanic","yes","sometimes not enough",79113.18349723
"Colorado",15,"White alone, not Hispanic","yes",NA,82197.54951662
"Colorado",16,"Asian alone, not Hispanic","no","enough not wanted",8689.2361181
"Colorado",16,"Asian alone, not Hispanic","no","enough wanted",45861.66926535
"Colorado",16,"Asian alone, not Hispanic","no","sometimes not enough",852.94580981
"Colorado",16,"Asian alone, not Hispanic","no",NA,6507.47115197
"Colorado",16,"Asian alone, not Hispanic","yes","enough not wanted",9439.6247723
"Colorado",16,"Asian alone, not Hispanic","yes","enough wanted",35245.65575182
"Colorado",16,"Black alone, not Hispanic","no","enough not wanted",24265.37066166
"Colorado",16,"Black alone, not Hispanic","no","enough wanted",68649.27933109
"Colorado",16,"Black alone, not Hispanic","no","sometimes not enough",3891.62432118
"Colorado",16,"Black alone, not Hispanic","no",NA,7881.58945354
"Colorado",16,"Black alone, not Hispanic","yes","enough not wanted",8140.1604573
"Colorado",16,"Black alone, not Hispanic","yes","enough wanted",27169.1394992
"Colorado",16,"Black alone, not Hispanic","yes","often not enough",1428.3686965
"Colorado",16,"Black alone, not Hispanic","yes",NA,10870.0500724
"Colorado",16,"Hispanic or Latino, all Races","no","enough not wanted",112196.29426725
"Colorado",16,"Hispanic or Latino, all Races","no","enough wanted",233191.00519853
"Colorado",16,"Hispanic or Latino, all Races","no","often not enough",3132.75541825
"Colorado",16,"Hispanic or Latino, all Races","no","sometimes not enough",52701.59136722
"Colorado",16,"Hispanic or Latino, all Races","no",NA,30713.34448812
"Colorado",16,"Hispanic or Latino, all Races","yes","enough not wanted",96807.47573148
"Colorado",16,"Hispanic or Latino, all Races","yes","enough wanted",176640.25041457
"Colorado",16,"Hispanic or Latino, all Races","yes","often not enough",4181.8994785
"Colorado",16,"Hispanic or Latino, all Races","yes","sometimes not enough",75247.1957221
"Colorado",16,"Hispanic or Latino, all Races","yes",NA,79036.1879161
"Colorado",16,"Two or more races or Other","no","enough not wanted",32595.66920428
"Colorado",16,"Two or more races or Other","no","enough wanted",28064.82326942
"Colorado",16,"Two or more races or Other","no","often not enough",1360.53747221
"Colorado",16,"Two or more races or Other","no","sometimes not enough",6856.88491262
"Colorado",16,"Two or more races or Other","no",NA,13749.91446492
"Colorado",16,"Two or more races or Other","yes","enough not wanted",18812.79593341
"Colorado",16,"Two or more races or Other","yes","enough wanted",55874.38898386
"Colorado",16,"Two or more races or Other","yes","often not enough",14519.3799067
"Colorado",16,"Two or more races or Other","yes","sometimes not enough",2895.4821919
"Colorado",16,"Two or more races or Other","yes",NA,8460.9382977
"Colorado",16,"White alone, not Hispanic","no","enough not wanted",440055.980500405
"Colorado",16,"White alone, not Hispanic","no","enough wanted",1501093.1371434
"Colorado",16,"White alone, not Hispanic","no","often not enough",9456.63459121
"Colorado",16,"White alone, not Hispanic","no","sometimes not enough",47901.87877868
"Colorado",16,"White alone, not Hispanic","no",NA,139447.8352045
"Colorado",16,"White alone, not Hispanic","yes","enough not wanted",302046.09200204
"Colorado",16,"White alone, not Hispanic","yes","enough wanted",546191.229554482
"Colorado",16,"White alone, not Hispanic","yes","often not enough",10078.67679008
"Colorado",16,"White alone, not Hispanic","yes","sometimes not enough",59222.32510655
"Colorado",16,"White alone, not Hispanic","yes",NA,93293.21033041
"Colorado",17,"Asian alone, not Hispanic","no","enough not wanted",19643.42739335
"Colorado",17,"Asian alone, not Hispanic","no","enough wanted",71228.675493648
"Colorado",17,"Asian alone, not Hispanic","no",NA,7235.1163255
"Colorado",17,"Asian alone, not Hispanic","yes","enough not wanted",7025.2560281
"Colorado",17,"Asian alone, not Hispanic","yes","enough wanted",29987.84795549
"Colorado",17,"Asian alone, not Hispanic","yes",NA,497.35308208
"Colorado",17,"Black alone, not Hispanic","no","enough not wanted",16514.79567983
